subj,question,response,Opinion,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID,Condition,DO-BL-DVsandMediators
101,3,7,Maria is looking out for the best interest of her children and looking forward into their future.  She's probaly thinking about finding a male compainion to spend her time with.,24,1,,,2,10,AOSLTO4W2A476,1,instruct|life_satis|pos_affect|neg_affect
102,3,6,Maria has a purpose in life (to raise her kids) and is doing that. She thinks she is doing the right thing and that is enough for her. It's really unclear what you mean by this question. ,32,1,5,,6,4,AXLI3O9CDOKL3,1,instruct|life_satis|pos_affect|neg_affect
103,3,5,maria is trying to balence her freinds and family and shes stressed out becuase she cant easily do both due to having to manage her children but she really wanted to hang out with her freinds but is having a hard time finding time,21,1,5,,2,5,A2L2BXLJG5OTSV,1,instruct|neg_affect|pos_affect|life_satis
104,3,7,She is happy with her life and takes much pride in being a good mother of three children. She still makes time to hang out with her friends to keep the other side of her life happy.,27,1,,,5,5,AV1GW7HQ25UES,1,instruct|life_satis|neg_affect|pos_affect
105,3,1,Maria seems very content with her chosen life of raising her children.  She enjoys being a mother and still keeps in touch with her old friends so she isn't completely consumed by her children.,32,2,5,,4,6,A3KVVCGTCLUWXO,1,instruct|life_satis|pos_affect|neg_affect
106,3,7,I believe she is feeling the impact of being a mother to her children. She enjoys taking care of her children and making them happy. This is a biological response that occurs with a majority of mothers.,21,1,5,,4,6,A1UJBIY5017FNZ,1,instruct|life_satis|neg_affect|pos_affect
107,3,7,"I think Maria is so busy that she doesn't really have time to sit down and think about her emotions. I think if she slowed down, she might realize that that she is using this busyness to prevent her from coming to terms with the possibility that she may be substituting her goals and ambitions for that of her children.",24,2,5,,5,5,A2IN7E6LD3SHJD,1,instruct|life_satis|pos_affect|neg_affect
108,3,7,"She is usually thinking about her children and other people, not about herself. They distract her so that she never focuses on the things that get her down, and she is constantly thinking of the next thing she needs to do -- logistics of how to get her kids places, what her friends want to do that night, etc.",23,2,5,,5,5,AFZO7PSKCYXJ1,1,instruct|pos_affect|neg_affect|life_satis
109,3,7,"She is very happy and satisfied. She feels she has made good decisions that have led her to being happy with her life, and happy with what life has given her. She lives her life for others, and is totally fine with that. ",22,2,5,,4,7,A24JFXQ695JETI,1,instruct|pos_affect|neg_affect|life_satis
110,3,7,I think that Maria is thinking that her children are the greatest thing to ever happen to her. She is probably thinking that she would do anything for her children and that her purpose in life is to raise her children well.,22,1,5,,4,5,A1UPJLTUI6VLNP,1,instruct|life_satis|neg_affect|pos_affect
111,3,7,"I think she feels very compelled to do everything for her children without ever really thinking about what she might do just for herself. She's thinking of the next thing on the list that she has to achieve, where she has to be, who  she has to see, what she has to cook, etc. while never considering doing anything else.",57,2,5,,5,5,ADD6QU1TGC173,1,instruct|life_satis|pos_affect|neg_affect
112,3,7,"Maria feels that having her children gives her a reason to live. Making her children happy and giving them a good, fulfilling life in turn makes Maria feel fulfilled and like her life has purpose. For her, love and family equal a positive, happy life.",29,2,5,,5,8,A3EO9PL1ALC4CQ,1,instruct|neg_affect|life_satis|pos_affect
113,3,7,"Maria is just happy to be creating a path for success for her children. She is acting extremely selfless in that she is only worried about her children. She subconsciously understands that her children are the most important thing in the world, and in the end she will remember helping her children over spending time with her friends.",22,1,5,,4,5,ALOI2YWIIOCO,1,instruct|neg_affect|life_satis|pos_affect
114,3,6,Maris seems to be happy. But it seems that there is something missing in this story(it was not provided the rest). She has a very busy life for she has to take care of the children.,28,1,2,,2,7,A3FT3GXRFE29EH,1,instruct|life_satis|pos_affect|neg_affect
115,3,7,"Maria's mind is focused on the positives of life.  she has chosen to live in such a way, that she spends so much time and thoughts about the great things in her life, that the can easily handle the bad things when they happen.  this is a classic example of ""positive thinking.""",57,1,5,,5,6,A1S88VQY8G8CNC,1,instruct|pos_affect|neg_affect|life_satis
116,3,2,"Her kids are always on her mind, because of this, she feels fulfilled in life and is anxious to live another day.  Her family is her number one priority and her happiness demonstrates that.",18,1,2,,4,6,A2GNS95LO0S77A,1,instruct|pos_affect|life_satis|neg_affect
117,3,7,"Maria sounds like she is a single mother, but one who lives for her children, and that is all she needs in life. Maria thinks everyday what she could do to make her children’s lives better-off, and in return this makes her and her children happy. Maria thinks about her children 34/7/365.",31,1,5,,6,5,A25ZADCJI3D5AF,1,instruct|pos_affect|life_satis|neg_affect
118,3,7,She is not unhappy and she loves to care for her children.  She likes to keep busy and has tons of things to do with her children and her children's friends.  She has a lot to look forward to.,32,1,3,,5,6,A256YQIKQ2IO3W,1,instruct|pos_affect|neg_affect|life_satis
119,3,7,"Maria feels fulfilled with her life. She has children who she loves and who love her in return, and she is extremely dedicated to them. She enjoys spending time with them and doing things to help make their lives better. ",24,2,5,,4,8,A2IC2WC430TQ0X,1,instruct|neg_affect|life_satis|pos_affect
120,3,7,"Maria loves her children. Her benevolence provides fulfillment, which could be her selflessness. Or, she was treated poorly or has seen people be treated poorly in the past, and seeks to rectify this by caring about the people around her.",23,1,5,,6,5,A2DRWXYEI13T52,1,instruct|life_satis|pos_affect|neg_affect
121,3,7,Maria probably had the mindset from a young age that she wanted to have children. By having children and maintaining her previous lifestyle and seeing her friends she is able to be pleased with her life choices.,18,2,5,,4,5,A35SDHOCJP65U9,1,instruct|neg_affect|pos_affect|life_satis
122,3,7,"maria enjoys making her children happy - this, in turn, makes her happy. she also visits her own friends when she can, which brings her joy. the focus of her life is family and friends, and she is able to spend so much time with the most important people in her life.",29,2,5,,5,5,AZE0OFV4GZZ44,1,instruct|neg_affect|pos_affect|life_satis
123,3,5,"To be honest I do not have any specific guess regarding Maria's decision making so I do not know what to think. If anything I think that Maria is going to stay focused and do what she needs to in order to successfully move forward. I also do not recall very many details from the past couple excerpts because I did not ready very much into them. My goal in this position is simply to meet the remainder of the character requirement. I will admit I did not read in anticipation of such a specific quiz. Also, I do not believe that believe that one hundred and seventy five characters in in any way, near two sentences. This in my opinion is a large requirement on behalf of the individual completing this survey. If I were to guess I would say that Maria is a very cautious individual and hopefully be able to accomplish all of her goals given the parameters of this event in particular. Again this was a very straining requirement for such a small survey. ",21,1,3,,4,6,AF0HZHI25C1S4 ,1,instruct|pos_affect|neg_affect|life_satis
124,3,7,Maria is happy because she has the support of her family. When people are alienated from their family bad things happen. This family cohesiveness creates positive experiences. ,32,1,5,,8,3,A3BPTG7A6TOQC9,1,instruct|neg_affect|life_satis|pos_affect
125,3,7,Maria is probably thinking about her children's futures and what will become of them. Maria is also probably trying to keep track of all the things needs to complete during her day and week. She stays very busy and has many tasks at hand that are important to her and her family.,29,1,5,,3,4,A3SFNMTK31EBV1,1,instruct|neg_affect|pos_affect|life_satis
126,3,7,"I think Maria is feeling a lot of fulfillment, having raised her children to this point and seeing them thriving.  She gets satisfaction from the peace and joy of spending time with her children and her old friends.",54,2,5,,5,5, A2YIEPQOATHN31,1,instruct|pos_affect|life_satis|neg_affect
127,3,7,"Maria is someone who thinks that the glass as half full rather than half empty.  Maria is thinking ""Why be one of those people who is so miserable and inappreciative that I see right in front of me that I have wonderful children and they have wonderful friends.  This is a time I will never get back, so why not dive in, take them to the park, be involved at their school and in their lives in general.""",35,1,2,,5,4,A1WUTZU21EBA5Y,1,instruct|neg_affect|pos_affect|life_satis
